report_date,factor_name,best_bucket,best_alpha_20d,best_avg_return_pct,worst_bucket,worst_alpha_20d,worst_avg_return_pct,total_stock_count,total_trade_count,sample_status,conclusion,data_quality_warning,notes
2026-07-09,candidate_grade,D,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,confidence_score,HIGH,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,decision_action,no_action,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,entry_price_source,MISSING,,0.024085,OPEN,,-0.033498,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,event_risk_level,NONE,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,event_risk_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,final_market_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,financial_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,fundamental_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,holding_days,HIGH,,0.049053,LOW,,-0.09221,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,institutional_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,liquidity_score,HIGH,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,market_regime_score,MID,,-0.020702,MID,,-0.020702,46,27,OBSERVATION_ONLY,僅供觀察,,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,multi_factor_score,LOW,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,risk_pass,0,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,sector_strength_score,HIGH,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,total_score,MID,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,valuation_score,LOW,,-0.019538,MISSING,,-0.020747,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
2026-07-09,是否注意股 / 處置股,正常,,-0.020702,正常,,-0.020702,46,27,OBSERVATION_ONLY,僅供觀察,DATA_INSUFFICIENT,forward_return 欄位不足時，以既有 paper_trades 報酬做觀察，不作為正式調參依據
